"Step","00_ablation_policy_8_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h52m00s - successes/time","00_ablation_policy_8_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h52m00s - successes/time__MIN","00_ablation_policy_8_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h52m00s - successes/time__MAX","00_ablation_policy_8_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h49m35s - successes/time","00_ablation_policy_8_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h49m35s - successes/time__MIN","00_ablation_policy_8_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h49m35s - successes/time__MAX","00_ablation_policy_8_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h45m00s - successes/time","00_ablation_policy_8_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h45m00s - successes/time__MIN","00_ablation_policy_8_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h45m00s - successes/time__MAX","00_ablation_policy_8_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h43m47s - successes/time","00_ablation_policy_8_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h43m47s - successes/time__MIN","00_ablation_policy_8_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h43m47s - successes/time__MAX","00_ablation_policy_8_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h42m26s - successes/time","00_ablation_policy_8_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h42m26s - successes/time__MIN","00_ablation_policy_8_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h42m26s - successes/time__MAX"
"12161","16.576824188232422","16.576824188232422","16.576824188232422","","","","7.957356929779053","7.957356929779053","7.957356929779053","4.7607421875","4.7607421875","4.7607421875","2.8919272422790527","2.8919272422790527","2.8919272422790527"
"12162","16.56673240661621","16.56673240661621","16.56673240661621","2.7679038047790527","2.7679038047790527","2.7679038047790527","7.9645185470581055","7.9645185470581055","7.9645185470581055","4.7467451095581055","4.7467451095581055","4.7467451095581055","2.9091796875","2.9091796875","2.9091796875"
"12163","16.5361328125","16.5361328125","16.5361328125","2.7672526836395264","2.7672526836395264","2.7672526836395264","","","","4.748046875","4.748046875","4.748046875","2.9033203125","2.9033203125","2.9033203125"
"12164","16.552410125732422","16.552410125732422","16.552410125732422","2.7513022422790527","2.7513022422790527","2.7513022422790527","8.027669906616211","8.027669906616211","8.027669906616211","","","","2.89453125","2.89453125","2.89453125"
"12165","16.533203125","16.533203125","16.533203125","","","","8.056966781616211","8.056966781616211","8.056966781616211","4.826497554779053","4.826497554779053","4.826497554779053","","",""
"12166","16.468425750732422","16.468425750732422","16.468425750732422","2.7503256797790527","2.7503256797790527","2.7503256797790527","8.056640625","8.056640625","8.056640625","4.8251953125","4.8251953125","4.8251953125","","",""
"12167","16.493816375732422","16.493816375732422","16.493816375732422","","","","8.088541984558105","8.088541984558105","8.088541984558105","4.8232421875","4.8232421875","4.8232421875","2.923828125","2.923828125","2.923828125"
"12168","16.486003875732422","16.486003875732422","16.486003875732422","","","","8.076171875","8.076171875","8.076171875","4.8291015625","4.8291015625","4.8291015625","","",""
"12169","16.484375","16.484375","16.484375","2.7679038047790527","2.7679038047790527","2.7679038047790527","8.125326156616211","8.125326156616211","8.125326156616211","4.773763179779053","4.773763179779053","4.773763179779053","","",""
"12170","16.55013084411621","16.55013084411621","16.55013084411621","2.7701823711395264","2.7701823711395264","2.7701823711395264","8.086588859558105","8.086588859558105","8.086588859558105","4.7633466720581055","4.7633466720581055","4.7633466720581055","2.9488933086395264","2.9488933086395264","2.9488933086395264"
"12171","","","","2.7763671875","2.7763671875","2.7763671875","8.0791015625","8.0791015625","8.0791015625","4.7360029220581055","4.7360029220581055","4.7360029220581055","","",""
"12172","16.521484375","16.521484375","16.521484375","2.7649741172790527","2.7649741172790527","2.7649741172790527","","","","4.7421875","4.7421875","4.7421875","","",""
"12173","16.5302734375","16.5302734375","16.5302734375","2.7705078125","2.7705078125","2.7705078125","8.117838859558105","8.117838859558105","8.117838859558105","","","","2.9407553672790527","2.9407553672790527","2.9407553672790527"
"12174","16.528972625732422","16.528972625732422","16.528972625732422","","","","","","","4.751953125","4.751953125","4.751953125","","",""
"12175","16.4921875","16.4921875","16.4921875","2.7867839336395264","2.7867839336395264","2.7867839336395264","","","","4.7294921875","4.7294921875","4.7294921875","","",""
"12176","16.4580078125","16.4580078125","16.4580078125","","","","8.091146469116211","8.091146469116211","8.091146469116211","4.716145992279053","4.716145992279053","4.716145992279053","","",""
"12177","16.410808563232422","16.410808563232422","16.410808563232422","2.7919921875","2.7919921875","2.7919921875","8.1552734375","8.1552734375","8.1552734375","4.665364742279053","4.665364742279053","4.665364742279053","2.9544272422790527","2.9544272422790527","2.9544272422790527"
"12178","16.421875","16.421875","16.421875","","","","8.203451156616211","8.203451156616211","8.203451156616211","4.6705732345581055","4.6705732345581055","4.6705732345581055","","",""
"12179","16.3916015625","16.3916015625","16.3916015625","2.8095703125","2.8095703125","2.8095703125","","","","","","","","",""
"12180","16.470378875732422","16.470378875732422","16.470378875732422","2.8180339336395264","2.8180339336395264","2.8180339336395264","8.128581047058105","8.128581047058105","8.128581047058105","","","","2.9622397422790527","2.9622397422790527","2.9622397422790527"
"12181","16.41927146911621","16.41927146911621","16.41927146911621","","","","8.167318344116211","8.167318344116211","8.167318344116211","","","","2.9619140625","2.9619140625","2.9619140625"
"12182","16.3896484375","16.3896484375","16.3896484375","2.8470053672790527","2.8470053672790527","2.8470053672790527","","","","4.636067867279053","4.636067867279053","4.636067867279053","2.9544272422790527","2.9544272422790527","2.9544272422790527"
"12183","16.421875","16.421875","16.421875","","","","8.162760734558105","8.162760734558105","8.162760734558105","4.658528804779053","4.658528804779053","4.658528804779053","2.9606120586395264","2.9606120586395264","2.9606120586395264"
"12184","16.41927146911621","16.41927146911621","16.41927146911621","","","","8.159831047058105","8.159831047058105","8.159831047058105","4.6474609375","4.6474609375","4.6474609375","","",""
"12185","16.42024803161621","16.42024803161621","16.42024803161621","2.8151042461395264","2.8151042461395264","2.8151042461395264","8.150716781616211","8.150716781616211","8.150716781616211","4.6236982345581055","4.6236982345581055","4.6236982345581055","2.9641928672790527","2.9641928672790527","2.9641928672790527"
"12186","16.3857421875","16.3857421875","16.3857421875","2.8043620586395264","2.8043620586395264","2.8043620586395264","8.129232406616211","8.129232406616211","8.129232406616211","","","","2.9807944297790527","2.9807944297790527","2.9807944297790527"
"12187","16.423503875732422","16.423503875732422","16.423503875732422","2.8264975547790527","2.8264975547790527","2.8264975547790527","8.132487297058105","8.132487297058105","8.132487297058105","4.626302242279053","4.626302242279053","4.626302242279053","","",""
"12188","","","","2.8216147422790527","2.8216147422790527","2.8216147422790527","8.153646469116211","8.153646469116211","8.153646469116211","","","","2.9993491172790527","2.9993491172790527","2.9993491172790527"
"12189","","","","","","","8.138346672058105","8.138346672058105","8.138346672058105","4.5836591720581055","4.5836591720581055","4.5836591720581055","","",""
"12190","16.38313865661621","16.38313865661621","16.38313865661621","2.8424479961395264","2.8424479961395264","2.8424479961395264","8.133463859558105","8.133463859558105","8.133463859558105","4.58203125","4.58203125","4.58203125","","",""
"12191","16.356121063232422","16.356121063232422","16.356121063232422","2.82421875","2.82421875","2.82421875","","","","4.5963544845581055","4.5963544845581055","4.5963544845581055","3.0442709922790527","3.0442709922790527","3.0442709922790527"
"12192","16.412109375","16.412109375","16.412109375","","","","8.125651359558105","8.125651359558105","8.125651359558105","4.5944013595581055","4.5944013595581055","4.5944013595581055","3.0973308086395264","3.0973308086395264","3.0973308086395264"
"12193","16.396160125732422","16.396160125732422","16.396160125732422","2.8336589336395264","2.8336589336395264","2.8336589336395264","","","","4.5732421875","4.5732421875","4.5732421875","","",""
"12194","16.400390625","16.400390625","16.400390625","","","","","","","","","","3.0940756797790527","3.0940756797790527","3.0940756797790527"
"12195","16.3935546875","16.3935546875","16.3935546875","2.8434245586395264","2.8434245586395264","2.8434245586395264","8.141927719116211","8.141927719116211","8.141927719116211","","","","","",""
"12196","16.37890625","16.37890625","16.37890625","2.8470053672790527","2.8470053672790527","2.8470053672790527","8.111002922058105","8.111002922058105","8.111002922058105","4.623046875","4.623046875","4.623046875","","",""
"12197","16.3720703125","16.3720703125","16.3720703125","","","","","","","4.6083984375","4.6083984375","4.6083984375","3.1149089336395264","3.1149089336395264","3.1149089336395264"
"12198","16.406902313232422","16.406902313232422","16.406902313232422","2.8375651836395264","2.8375651836395264","2.8375651836395264","8.117513656616211","8.117513656616211","8.117513656616211","","","","3.166015625","3.166015625","3.166015625"
"12199","","","","","","","8.099284172058105","8.099284172058105","8.099284172058105","4.5690107345581055","4.5690107345581055","4.5690107345581055","","",""
"12200","16.44856834411621","16.44856834411621","16.44856834411621","","","","8.0498046875","8.0498046875","8.0498046875","","","","","",""
"12201","16.4033203125","16.4033203125","16.4033203125","2.8349609375","2.8349609375","2.8349609375","8.093424797058105","8.093424797058105","8.093424797058105","4.58984375","4.58984375","4.58984375","3.134765625","3.134765625","3.134765625"
"12202","16.391277313232422","16.391277313232422","16.391277313232422","","","","","","","4.5673828125","4.5673828125","4.5673828125","3.12109375","3.12109375","3.12109375"
"12203","16.38671875","16.38671875","16.38671875","2.8349609375","2.8349609375","2.8349609375","8.145833969116211","8.145833969116211","8.145833969116211","","","","3.12890625","3.12890625","3.12890625"
"12204","","","","","","","8.138346672058105","8.138346672058105","8.138346672058105","4.5234375","4.5234375","4.5234375","3.150390625","3.150390625","3.150390625"
"12205","16.39778709411621","16.39778709411621","16.39778709411621","2.828125","2.828125","2.828125","8.142252922058105","8.142252922058105","8.142252922058105","","","","","",""
"12206","16.370769500732422","16.370769500732422","16.370769500732422","","","","8.146484375","8.146484375","8.146484375","4.498046875","4.498046875","4.498046875","","",""
"12207","","","","","","","8.208333969116211","8.208333969116211","8.208333969116211","4.491536617279053","4.491536617279053","4.491536617279053","3.1279296875","3.1279296875","3.1279296875"
"12208","16.38671875","16.38671875","16.38671875","2.7864584922790527","2.7864584922790527","2.7864584922790527","","","","","","","","",""
"12209","16.396160125732422","16.396160125732422","16.396160125732422","","","","8.172201156616211","8.172201156616211","8.172201156616211","","","","","",""
"12210","16.369792938232422","16.369792938232422","16.369792938232422","2.7916667461395264","2.7916667461395264","2.7916667461395264","8.189127922058105","8.189127922058105","8.189127922058105","4.5475263595581055","4.5475263595581055","4.5475263595581055","3.1461589336395264","3.1461589336395264","3.1461589336395264"
"12211","","","","2.7779948711395264","2.7779948711395264","2.7779948711395264","8.261068344116211","8.261068344116211","8.261068344116211","","","","3.1614584922790527","3.1614584922790527","3.1614584922790527"
"12212","","","","2.7991538047790527","2.7991538047790527","2.7991538047790527","","","","4.553060054779053","4.553060054779053","4.553060054779053","3.1393229961395264","3.1393229961395264","3.1393229961395264"
"12213","16.4140625","16.4140625","16.4140625","2.8011069297790527","2.8011069297790527","2.8011069297790527","8.238607406616211","8.238607406616211","8.238607406616211","4.5615234375","4.5615234375","4.5615234375","3.1383464336395264","3.1383464336395264","3.1383464336395264"
"12214","16.402996063232422","16.402996063232422","16.402996063232422","2.8268229961395264","2.8268229961395264","2.8268229961395264","","","","4.5729169845581055","4.5729169845581055","4.5729169845581055","","",""
"12215","16.419921875","16.419921875","16.419921875","","","","","","","4.583984375","4.583984375","4.583984375","","",""
"12216","16.458660125732422","16.458660125732422","16.458660125732422","","","","8.3203125","8.3203125","8.3203125","4.5986328125","4.5986328125","4.5986328125","3.1533203125","3.1533203125","3.1533203125"
"12217","16.456707000732422","16.456707000732422","16.456707000732422","2.7939453125","2.7939453125","2.7939453125","8.280924797058105","8.280924797058105","8.280924797058105","4.637044429779053","4.637044429779053","4.637044429779053","3.1546225547790527","3.1546225547790527","3.1546225547790527"
"12218","16.4345703125","16.4345703125","16.4345703125","2.8154296875","2.8154296875","2.8154296875","8.278971672058105","8.278971672058105","8.278971672058105","4.6129560470581055","4.6129560470581055","4.6129560470581055","3.1669921875","3.1669921875","3.1669921875"
"12219","16.47981834411621","16.47981834411621","16.47981834411621","","","","","","","","","","","",""
"12220","16.48860740661621","16.48860740661621","16.48860740661621","","","","8.212240219116211","8.212240219116211","8.212240219116211","4.5986328125","4.5986328125","4.5986328125","","",""
"12221","16.454753875732422","16.454753875732422","16.454753875732422","","","","","","","4.6162109375","4.6162109375","4.6162109375","","",""
"12222","","","","2.7724609375","2.7724609375","2.7724609375","8.138021469116211","8.138021469116211","8.138021469116211","","","","","",""
"12223","16.356121063232422","16.356121063232422","16.356121063232422","","","","8.160807609558105","8.160807609558105","8.160807609558105","4.6344404220581055","4.6344404220581055","4.6344404220581055","3.1656901836395264","3.1656901836395264","3.1656901836395264"
"12224","16.369140625","16.369140625","16.369140625","2.759765625","2.759765625","2.759765625","","","","4.614583492279053","4.614583492279053","4.614583492279053","","",""
"12225","","","","2.7620444297790527","2.7620444297790527","2.7620444297790527","8.169921875","8.169921875","8.169921875","4.574544429779053","4.574544429779053","4.574544429779053","3.197265625","3.197265625","3.197265625"
"12226","16.3720703125","16.3720703125","16.3720703125","2.7835288047790527","2.7835288047790527","2.7835288047790527","","","","4.5231122970581055","4.5231122970581055","4.5231122970581055","3.208984375","3.208984375","3.208984375"
"12227","","","","2.77734375","2.77734375","2.77734375","8.204752922058105","8.204752922058105","8.204752922058105","","","","3.2197265625","3.2197265625","3.2197265625"
"12228","16.367839813232422","16.367839813232422","16.367839813232422","2.7877604961395264","2.7877604961395264","2.7877604961395264","","","","","","","3.1920573711395264","3.1920573711395264","3.1920573711395264"
